instituicao,cod_ibge,uf,populacao,indicador_1,Nota_1,indicador_2,Nota_2,indicador_3,nota_3,classificacao_capag
Prefeitura Municipal de Santa Helena - MA,2109809,MA,41770,,n.d.,,n.d.,"199,51%",C,n.d.
Prefeitura Municipal de Santa Helena - PB,2513307,PB,5907,"0,98%",A,,n.d.,"556,60%",C,n.d.
Prefeitura Municipal de Santa Helena - PR,4123501,PR,26206,,n.d.,,n.d.,"1,30%",A,n.d.
Prefeitura Municipal de Santa Helena - SC,4215554,SC,2247,,n.d.,"91,46%",B,"0,39%",A,n.d.
Prefeitura Municipal de Santa Helena de Goiás - GO,5219308,GO,38485,"27,07%",A,"91,46%",B,"360,43%",C,C
Prefeitura Municipal de Santa Helena de Minas - MG,3157658,MG,6345,"1,79%",A,"98,60%",C,,n.d.,n.d.
Prefeitura Municipal de Santa Inês - BA,2927903,BA,10656,"54,61%",A,"95,76%",C,"25,54%",A,C
Prefeitura Municipal de Santa Inês - MA,2109908,MA,88590,,n.d.,"228,10%",C,"5,56%",A,n.d.
Prefeitura Municipal de Santa Inês - PB,2513356,PB,3597,"18,24%",A,"97,48%",C,"99,68%",A,C
Prefeitura Municipal de Santa Inês - PR,4123600,PR,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santa Isabel - GO,5219357,GO,3803,,n.d.,"98,54%",C,"461,28%",C,n.d.
Prefeitura Municipal de Santa Isabel - SP,3546801,SP,56792,"0,49%",A,"98,90%",C,"45,16%",A,C
Prefeitura Municipal de Santa Isabel do Ivaí - PR,4123709,PR,8603,"16,37%",A,"93,64%",B,"22,48%",A,B
Prefeitura Municipal de Santa Isabel do Rio Negro - AM,1303601,AM,24436,"28,90%",A,"101,66%",C,"27,88%",A,C
Prefeitura Municipal de Santa Izabel do Oeste - PR,4123808,PR,14521,"8,61%",A,"84,78%",A,"3,03%",A,A
Prefeitura Municipal de Santa Izabel do Pará - PA,1506500,PA,69746,"17,81%",A,"98,91%",C,,n.d.,n.d.
Prefeitura Municipal de Santa Juliana - MG,3157708,MG,13743,"22,96%",A,"90,38%",B,"66,45%",A,B
Prefeitura Municipal de Santa Leopoldina - ES,3204500,ES,12300,"3,54%",A,"86,71%",A,"29,49%",A,A
Prefeitura Municipal de Santa Lúcia - PR,4123824,PR,3834,"1,30%",A,"94,43%",B,"22749,81%",C,C
Prefeitura Municipal de Santa Lúcia - SP,3546900,SP,8779,"6,91%",A,"92,37%",B,,n.d.,n.d.
Prefeitura Municipal de Santa Luz - PI,2209302,PI,5836,"38,62%",A,"103,89%",C,"47,11%",A,C
Prefeitura Municipal de Santa Luzia - BA,2928059,BA,12751,"111,31%",B,,n.d.,"185,27%",C,n.d.
Prefeitura Municipal de Santa Luzia - MA,2110005,MA,,,n.d.,"196,37%",C,,n.d.,n.d.
Prefeitura Municipal de Santa Luzia - MG,3157807,MG,218147,"17,25%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santa Luzia - PB,2513406,PB,15336,"47,24%",A,"98,36%",C,"199,08%",C,C
Prefeitura Municipal de Santa Luzia do Itanhy - SE,2806305,SE,13947,"83,64%",B,"93,32%",B,"42,45%",A,B
Prefeitura Municipal de Santa Luzia do Norte - AL,2707909,AL,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santa Luzia do Pará - PA,1506559,PA,19852,"1,25%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santa Luzia do Paruá - MA,2110039,MA,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santa Luzia D'Oeste - RO,1100296,RO,6781,"4,29%",A,"95,38%",C,"12,69%",A,C
Prefeitura Municipal de Santa Margarida - MG,3157906,MG,16111,"3,86%",A,"95,06%",C,"3083,24%",C,C
Prefeitura Municipal de Santa Margarida do Sul - RS,4316972,RS,2545,"30,12%",A,"85,29%",A,,n.d.,n.d.
Prefeitura Municipal de Santa Maria - RN,2409332,RN,5480,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santa Maria - RS,4316907,RS,280505,"23,04%",A,"91,62%",B,"42,87%",A,B
Prefeitura Municipal de Santa Maria da Boa Vista - PE,2612604,PE,41759,"32,69%",A,"115,55%",C,"1012,34%",C,C
Prefeitura Municipal de Santa Maria da Serra - SP,3547007,SP,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santa Maria da Vitória - BA,2928109,BA,39920,"44,42%",A,"81,28%",A,"251,67%",C,C
Prefeitura Municipal de Santa Maria das Barreiras - PA,1506583,PA,21042,"0,24%",A,"98,00%",C,"-143,86%",C,C
Prefeitura Municipal de Santa Maria de Itabira - MG,3158003,MG,10836,"0,07%",A,"627,50%",C,"154,99%",C,C
Prefeitura Municipal de Santa Maria de Jetibá - ES,3204559,ES,39849,"10,06%",A,"81,04%",A,"6,61%",A,A
Prefeitura Municipal de Santa Maria do Cambucá - PE,2612703,PE,14048,"2,38%",A,"1018,04%",C,"95,88%",A,C
Prefeitura Municipal de Santa Maria do Herval - RS,4316956,RS,6315,,n.d.,"87,58%",A,"22,00%",A,n.d.
Prefeitura Municipal de Santa Maria do Oeste - PR,4123857,PR,9824,"6,03%",A,"95,03%",C,"-24,39%",C,C
Prefeitura Municipal de Santa Maria do Pará - PA,1506609,PA,24725,"36,27%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santa Maria do Salto - MG,3158102,MG,5248,"37,65%",A,"97,05%",C,"-1019,19%",C,C
Prefeitura Municipal de Santa Maria do Suaçuí - MG,3158201,MG,14620,"4,60%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santa Maria do Tocantins - TO,1718881,TO,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santa Maria Madalena - RJ,3304607,RJ,10417,"22,51%",A,"94,30%",B,"104,78%",C,C
Prefeitura Municipal de Santa Mariana - PR,4123907,PR,11829,"29,79%",A,"89,32%",A,"521,13%",C,C
Prefeitura Municipal de Santa Mercedes - SP,3547106,SP,2935,,n.d.,"98,82%",C,"-148,37%",C,n.d.
Prefeitura Municipal de Santa Mônica - PR,4123956,PR,3944,"5,09%",A,"85,90%",A,"15,24%",A,A
Prefeitura Municipal de Santa Quitéria - CE,2312205,CE,43695,"29,94%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santa Quitéria do Maranhão - MA,2110104,MA,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santa Rita - MA,2110203,MA,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santa Rita - PB,2513703,PB,135807,"17,55%",A,"93,77%",B,"3,30%",A,B
Prefeitura Municipal de Santa Rita de Caldas - MG,3159209,MG,8974,"12,49%",A,"93,75%",B,"33,13%",A,B
Prefeitura Municipal de Santa Rita de Cássia - BA,2928406,BA,28192,"63,21%",B,"91,41%",B,"-1104,38%",C,C
Prefeitura Municipal de Santa Rita de Ibitipoca - MG,3159407,MG,3449,"0,75%",A,"93,24%",B,"22,87%",A,B
Prefeitura Municipal de Santa Rita de Jacutinga - MG,3159308,MG,4905,"41,33%",A,,n.d.,"68,27%",A,n.d.
Prefeitura Municipal de Santa Rita de Minas - MG,3159357,MG,7155,"10,69%",A,,n.d.,"37,97%",A,n.d.
Prefeitura Municipal de Santa Rita do Araguaia - GO,5219407,GO,8573,"6,64%",A,"95,94%",C,,n.d.,n.d.
Prefeitura Municipal de Santa Rita do Itueto - MG,3159506,MG,5522,"2,61%",A,"100,15%",C,"-18,22%",C,C
Prefeitura Municipal de Santa Rita do Novo Destino - GO,5219456,GO,3331,"12,70%",A,"98,02%",C,"113,60%",C,C
Prefeitura Municipal de Santa Rita do Pardo - MS,5007554,MS,7801,"1,43%",A,"70,64%",A,"1,84%",A,A
Prefeitura Municipal de Santa Rita do Passa Quatro - SP,3547502,SP,27514,"10,66%",A,"98,29%",C,,n.d.,n.d.
Prefeitura Municipal de Santa Rita do Sapucaí - MG,3159605,MG,42751,"3,61%",A,"96,06%",C,"16,37%",A,C
Prefeitura Municipal de Santa Rita do Tocantins - TO,1718899,TO,2344,"2,61%",A,"88,12%",A,"77,96%",A,A
Prefeitura Municipal de Santa Rita do Trivelato - MT,5107768,MT,3330,"5,85%",A,"89,62%",A,"13,85%",A,A
Prefeitura Municipal de Santa Rita d'Oeste - SP,3547403,SP,2510,"7,39%",A,"87,61%",A,"31,52%",A,A
Prefeitura Municipal de Santa Rosa - RS,4317202,RS,72919,"12,27%",A,"88,65%",A,"46,34%",A,A
Prefeitura Municipal de Santa Rosa da Serra - MG,3159704,MG,3343,"11,43%",A,,n.d.,"333,83%",C,n.d.
Prefeitura Municipal de Santa Rosa de Goiás - GO,5219506,GO,2388,"1,94%",A,"94,81%",B,"11,86%",A,B
Prefeitura Municipal de Santa Rosa de Lima - SC,4215604,SC,2137,"1,73%",A,"98,63%",C,"0,00%",n.d.,n.d.
Prefeitura Municipal de Santa Rosa de Lima - SE,2806503,SE,3904,"-0,19%",A,,n.d.,"65,06%",A,n.d.
Prefeitura Municipal de Santa Rosa de Viterbo - SP,3547601,SP,26322,"23,68%",A,"89,91%",A,"122,35%",C,C
Prefeitura Municipal de Santa Rosa do Piauí - PI,2209377,PI,5258,"4,57%",A,"97,99%",C,"26,15%",A,C
Prefeitura Municipal de Santa Rosa do Purus - AC,1200435,AC,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santa Rosa do Sul - SC,4215653,SC,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santa Rosa do Tocantins - TO,1718907,TO,4811,"1,52%",A,"94,63%",B,"168,46%",C,C
Prefeitura Municipal de Santa Salete - SP,3547650,SP,1539,,n.d.,"319,56%",C,"1,78%",A,n.d.
Prefeitura Municipal de Santa Teresa - ES,3204609,ES,23392,"1,53%",A,"95,07%",C,"12,07%",A,C
Prefeitura Municipal de Santa Teresinha - BA,2928505,BA,10345,"79,65%",B,"95,45%",C,"204,25%",C,C
Prefeitura Municipal de Santa Teresinha - PB,2513802,PB,4585,"27,02%",A,"102,35%",C,"24,57%",A,C
Prefeitura Municipal de Santa Tereza - RS,4317251,RS,1734,,n.d.,"91,11%",B,,n.d.,n.d.
Prefeitura Municipal de Santa Tereza de Goiás - GO,5219605,GO,3431,"24,51%",A,"99,64%",C,"123,17%",C,C
Prefeitura Municipal de Santa Tereza do Oeste - PR,4124020,PR,10182,"12,29%",A,"88,68%",A,"0,94%",A,A
Prefeitura Municipal de Santa Tereza do Tocantins - TO,1719004,TO,2834,"37,82%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santa Terezinha - MT,5107776,MT,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santa Terezinha - PE,2612802,PE,11764,"2,82%",A,"97,31%",C,"-30,17%",C,C
Prefeitura Municipal de Santa Terezinha - SC,4215679,SC,8801,,n.d.,"92,80%",B,"3,02%",A,n.d.
Prefeitura Municipal de Santa Terezinha de Goiás - GO,5219704,GO,8931,"53,34%",A,,n.d.,"783,74%",C,n.d.
Prefeitura Municipal de Santa Terezinha de Itaipu - PR,4124053,PR,23224,"6,73%",A,"86,02%",A,"7,88%",A,A
Prefeitura Municipal de Santa Terezinha do Progresso - SC,4215687,SC,2484,"6,64%",A,"89,98%",A,"1,76%",A,A
Prefeitura Municipal de Santa Terezinha do Tocantins - TO,1720002,TO,2528,"6,06%",A,"94,23%",B,"47,92%",A,B
Prefeitura Municipal de Santa Vitória - MG,3159803,MG,19608,"12,65%",A,"92,68%",B,"71,52%",A,B
Prefeitura Municipal de Santa Vitória do Palmar - RS,4317301,RS,29877,"44,78%",A,"93,09%",B,"247,94%",C,C
Prefeitura Municipal de Santaluz - BA,2928000,BA,37158,"30,00%",A,,n.d.,"8,45%",A,n.d.
Prefeitura Municipal de Santana - AP,1600600,AP,119610,"1,18%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santana - BA,2928208,BA,26517,"58,97%",A,"94,13%",B,"36,01%",A,B
Prefeitura Municipal de Santana da Boa Vista - RS,4317004,RS,8130,"3,14%",A,"84,18%",A,"4,44%",A,A
Prefeitura Municipal de Santana da Ponte Pensa - SP,3547205,SP,1507,"5,08%",A,"97,93%",C,"71,31%",A,C
Prefeitura Municipal de Santana da Vargem - MG,3158300,MG,7128,"2,22%",A,"91,29%",B,"4,18%",A,B
Prefeitura Municipal de Santana de Cataguases - MG,3158409,MG,3853,"9,20%",A,"90,46%",B,"-13,18%",C,C
Prefeitura Municipal de Santana de Mangueira - PB,2513505,PB,5198,"52,69%",A,"98,91%",C,"100,03%",C,C
Prefeitura Municipal de Santana de Parnaíba - SP,3547304,SP,136517,"1,84%",A,"67,18%",A,"5,76%",A,A
Prefeitura Municipal de Santana de Pirapama - MG,3158508,MG,7696,"20,71%",A,,n.d.,"241,45%",C,n.d.
Prefeitura Municipal de Santana do Acaraú - CE,2312007,CE,32216,"63,78%",B,"96,19%",C,,n.d.,n.d.
Prefeitura Municipal de Santana do Araguaia - PA,1506708,PA,71187,"27,85%",A,"84,72%",A,,n.d.,n.d.
Prefeitura Municipal de Santana do Cariri - CE,2312106,CE,17622,"38,01%",A,"93,20%",B,,n.d.,n.d.
Prefeitura Municipal de Santana do Deserto - MG,3158607,MG,3971,,n.d.,"94,11%",B,"17,64%",A,n.d.
Prefeitura Municipal de Santana do Garambéu - MG,3158706,MG,2438,"1,77%",A,"94,30%",B,"20,07%",A,B
Prefeitura Municipal de Santana do Ipanema - AL,2708006,AL,47486,"44,56%",A,"93,22%",B,,n.d.,n.d.
Prefeitura Municipal de Santana do Itararé - PR,4124004,PR,5031,"1,33%",A,,n.d.,"5,58%",A,n.d.
Prefeitura Municipal de Santana do Jacaré - MG,3158805,MG,4807,,n.d.,"98,09%",C,,n.d.,n.d.
Prefeitura Municipal de Sant'Ana do Livramento - RS,4317103,RS,77763,"6,54%",A,"105,47%",C,"86,51%",A,C
Prefeitura Municipal de Santana do Manhuaçu - MG,3158904,MG,8681,"7,05%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santana do Maranhão - MA,2110237,MA,13223,,n.d.,"178,94%",C,"546,35%",C,n.d.
Prefeitura Municipal de Santana do Matos - RN,2411403,RN,12954,"30,69%",A,,n.d.,"32,26%",A,n.d.
Prefeitura Municipal de Santana do Mundaú - AL,2708105,AL,10755,"14,50%",A,,n.d.,"68,92%",A,n.d.
Prefeitura Municipal de Santana do Paraíso - MG,3158953,MG,33934,"26,48%",A,"92,16%",B,"4,60%",A,B
Prefeitura Municipal de Santana do Piauí - PI,2209351,PI,4625,"39,63%",A,"100,32%",C,"37,69%",A,C
Prefeitura Municipal de Santana do Riacho - MG,3159001,MG,4274,"5,17%",A,"94,71%",B,"-7,01%",C,C
Prefeitura Municipal de Santana do São Francisco - SE,2806404,SE,7714,"0,69%",A,"99,42%",C,"489,90%",C,C
Prefeitura Municipal de Santana do Seridó - RN,2411429,RN,2670,"4,65%",A,"94,60%",B,,n.d.,n.d.
Prefeitura Municipal de Santana dos Garrotes - PB,2513604,PB,7077,"36,31%",A,"99,88%",C,"88,87%",A,C
Prefeitura Municipal de Santana dos Montes - MG,3159100,MG,3789,,n.d.,"90,53%",B,"-4,99%",C,n.d.
Prefeitura Municipal de Santanópolis - BA,2928307,BA,8920,"51,17%",A,"77,20%",A,"297,60%",C,C
Prefeitura Municipal de Santarém - PA,1506807,PA,302667,"14,63%",A,"89,01%",A,"83,17%",A,A
Prefeitura Municipal de Santarém Novo - PA,1506906,PA,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santiago - RS,4317400,RS,49493,"9,83%",A,"88,15%",A,"26,69%",A,A
Prefeitura Municipal de Santiago do Sul - SC,4215695,SC,1286,,n.d.,"95,24%",C,"0,35%",A,n.d.
Prefeitura Municipal de Santo Afonso - MT,5107263,MT,3136,,n.d.,,n.d.,"-106,76%",C,n.d.
Prefeitura Municipal de Santo Amaro - BA,2928604,BA,59512,"78,77%",B,"97,89%",C,"236,16%",C,C
Prefeitura Municipal de Santo Amaro da Imperatriz - SC,4215703,SC,22905,"9,40%",A,"86,10%",A,,n.d.,n.d.
Prefeitura Municipal de Santo Amaro das Brotas - SE,2806602,SE,12051,"5,37%",A,,n.d.,"38,56%",A,n.d.
Prefeitura Municipal de Santo Amaro do Maranhão - MA,2110278,MA,15654,"28,94%",A,"136,49%",C,"0,85%",A,C
Prefeitura Municipal de Santo Anastácio - SP,3547700,SP,20889,,n.d.,,n.d.,"55,18%",A,n.d.
Prefeitura Municipal de Santo André - PB,2513851,PB,2532,"10,41%",A,"88,79%",A,"28,07%",A,A
Prefeitura Municipal de Santo André - SP,3547809,SP,716109,"39,88%",A,"90,42%",B,"97,43%",A,B
Prefeitura Municipal de Santo Ângelo - RS,4317509,RS,77620,"23,27%",A,"90,79%",B,"164,44%",C,C
Prefeitura Municipal de Santo Antônio - RN,2411502,RN,23988,"25,98%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santo Antônio da Alegria - SP,3547908,SP,6880,"1,89%",A,"95,27%",C,"153,47%",C,C
Prefeitura Municipal de Santo Antônio da Barra - GO,5219712,GO,4787,"9,94%",A,"89,51%",A,"30,58%",A,A
Prefeitura Municipal de Santo Antônio da Patrulha - RS,4317608,RS,42648,"17,40%",A,"83,90%",A,"70,90%",A,A
Prefeitura Municipal de Santo Antônio da Platina - PR,4124103,PR,45728,"18,78%",A,"92,70%",B,"52,99%",A,B
Prefeitura Municipal de Santo Antônio das Missões - RS,4317707,RS,10305,"13,63%",A,"94,30%",B,"186,79%",C,C
Prefeitura Municipal de Santo Antônio de Goiás - GO,5219738,GO,6123,"3,26%",A,,n.d.,"25,24%",A,n.d.
Prefeitura Municipal de Santo Antônio de Jesus - BA,2928703,BA,100605,"26,25%",A,"96,05%",C,"103,66%",C,C
Prefeitura Municipal de Santo Antônio de Lisboa - PI,2209401,PI,6388,"0,66%",A,"99,19%",C,,n.d.,n.d.
Prefeitura Municipal de Santo Antônio de Pádua - RJ,3304706,RJ,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santo Antônio de Posse - SP,3548005,SP,23085,"7,41%",A,"92,35%",B,"1,96%",A,B
Prefeitura Municipal de Santo Antônio do Amparo - MG,3159902,MG,18434,"15,71%",A,"96,47%",C,"4500,09%",C,C
Prefeitura Municipal de Santo Antônio do Aracanguá - SP,3548054,SP,8356,"0,49%",A,"99,16%",C,"255,47%",C,C
Prefeitura Municipal de Santo Antônio do Aventureiro - MG,3160009,MG,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santo Antônio do Caiuá - PR,4124202,PR,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santo Antônio do Descoberto - GO,5219753,GO,73636,"95,53%",B,,n.d.,"527,12%",C,n.d.
Prefeitura Municipal de Santo Antônio do Grama - MG,3160108,MG,3937,,n.d.,"96,19%",C,"-23,14%",C,n.d.
Prefeitura Municipal de Santo Antônio do Içá - AM,1303700,AM,21966,"17,43%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santo Antônio do Itambé - MG,3160207,MG,3877,"28,40%",A,"95,36%",C,"71,39%",A,C
Prefeitura Municipal de Santo Antônio do Jacinto - MG,3160306,MG,11677,"22,33%",A,"96,71%",C,"-44,09%",C,C
Prefeitura Municipal de Santo Antônio do Jardim - SP,3548104,SP,5968,"1,30%",A,,n.d.,"55,54%",A,n.d.
Prefeitura Municipal de Santo Antônio do Leste - MT,5107792,MT,5023,,n.d.,,n.d.,"18,98%",A,n.d.
Prefeitura Municipal de Santo Antônio do Leverger - MT,5107800,MT,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santo Antônio do Monte - MG,3160405,MG,28054,"2,83%",A,"92,29%",B,,n.d.,n.d.
Prefeitura Municipal de Santo Antônio do Palma - RS,4317558,RS,2134,"7,20%",A,"91,73%",B,"1,54%",A,B
Prefeitura Municipal de Santo Antônio do Paraíso - PR,4124301,PR,2144,"11,26%",A,,n.d.,"12,77%",A,n.d.
Prefeitura Municipal de Santo Antônio do Pinhal - SP,3548203,SP,6794,"3,26%",A,"93,86%",B,"15,62%",A,B
Prefeitura Municipal de Santo Antônio do Planalto - RS,4317756,RS,2020,,n.d.,"84,61%",A,"139,97%",C,n.d.
Prefeitura Municipal de Santo Antônio do Retiro - MG,3160454,MG,7256,"9,86%",A,"99,96%",C,"1339,79%",C,C
Prefeitura Municipal de Santo Antônio do Rio Abaixo - MG,3160504,MG,1770,"3,42%",A,"87,94%",A,"14,72%",A,A
Prefeitura Municipal de Santo Antônio do Sudoeste - PR,4124400,PR,20069,"11,39%",A,0,C,"14,34%",A,C
Prefeitura Municipal de Santo Antônio do Tauá - PA,1507003,PA,31038,"13,11%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santo Antônio dos Lopes - MA,2110302,MA,14534,"0,74%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santo Antônio dos Milagres - PI,2209450,PI,2155,,n.d.,"93,67%",B,"62,04%",A,n.d.
Prefeitura Municipal de Santo Augusto - RS,4317806,RS,13923,"7,38%",A,"83,38%",A,"-4,08%",C,C
Prefeitura Municipal de Santo Cristo - RS,4317905,RS,14300,"10,72%",A,"83,55%",A,"7,27%",A,A
Prefeitura Municipal de Santo Estêvão - BA,2928802,BA,52413,"10,68%",A,"96,55%",C,"219,27%",C,C
Prefeitura Municipal de Santo Expedito - SP,3548302,SP,3086,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Santo Expedito do Sul - RS,4317954,RS,2343,"4,32%",A,"91,90%",B,"11,67%",A,B
Prefeitura Municipal de Santo Hipólito - MG,3160603,MG,3109,"3,88%",A,,n.d.,"-401,05%",C,n.d.
Prefeitura Municipal de Santo Inácio - PR,4124509,PR,5431,"17,01%",A,"92,89%",B,"65,98%",A,B
Prefeitura Municipal de Santo Inácio do Piauí - PI,2209500,PI,3785,,n.d.,"99,69%",C,"267,93%",C,n.d.
Prefeitura Municipal de Santópolis do Aguapeí - SP,3548401,SP,4736,"8,05%",A,"91,12%",B,"8,04%",A,B
Prefeitura Municipal de Santos - SP,3548500,SP,432957,"23,70%",A,"91,40%",B,"52,31%",A,B
Prefeitura Municipal de Santos Dumont - MG,3160702,MG,46555,"0,52%",A,,n.d.,"47,18%",A,n.d.
Prefeitura Municipal de São Benedito - CE,2312304,CE,46949,"18,31%",A,"94,41%",B,,n.d.,n.d.
Prefeitura Municipal de São Benedito do Rio Preto - MA,2110401,MA,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São Benedito do Sul - PE,2612901,PE,15717,"16,09%",A,"96,43%",C,"1000,54%",C,C
Prefeitura Municipal de São Bentinho - PB,2513927,PB,4492,"16,22%",A,"90,83%",B,"21,31%",A,B
Prefeitura Municipal de São Bento - MA,2110500,MA,44811,"62,66%",B,"156,81%",C,"40,65%",A,C
Prefeitura Municipal de São Bento - PB,2513901,PB,33796,,n.d.,"93,23%",B,"1505,57%",C,n.d.
Prefeitura Municipal de São Bento Abade - MG,3160801,MG,5220,"2,33%",A,"97,47%",C,"0,83%",A,C
Prefeitura Municipal de São Bento do Norte - RN,2411601,RN,2778,"-5,60%",A,"86,22%",A,,n.d.,n.d.
Prefeitura Municipal de São Bento do Sapucaí - SP,3548609,SP,10862,"5,94%",A,"92,13%",B,"16,41%",A,B
Prefeitura Municipal de São Bento do Sul - SC,4215802,SC,83576,"2,35%",A,"80,41%",A,"36,57%",A,A
Prefeitura Municipal de São Bento do Tocantins - TO,1720101,TO,5256,"7,57%",A,"209,55%",C,,n.d.,n.d.
Prefeitura Municipal de São Bento do Trairí - RN,2411700,RN,4401,"70,30%",B,"99,96%",C,,n.d.,n.d.
Prefeitura Municipal de São Bento do Una - PE,2613008,PE,58956,"9,10%",A,"93,38%",B,"1356,36%",C,C
Prefeitura Municipal de São Bernardino - SC,4215752,SC,2386,,n.d.,"92,73%",B,"1,14%",A,n.d.
Prefeitura Municipal de São Bernardo - MA,2110609,MA,28343,,n.d.,"103,66%",C,"27,71%",A,n.d.
Prefeitura Municipal de São Bernardo do Campo - SP,3548708,SP,833240,"66,20%",B,"91,88%",B,"61,29%",A,B
Prefeitura Municipal de São Bonifácio - SC,4215901,SC,2862,"6,85%",A,"92,65%",B,"39,88%",A,B
Prefeitura Municipal de São Borja - RS,4318002,RS,60557,"39,06%",A,"91,37%",B,"42,95%",A,B
Prefeitura Municipal de São Brás - AL,2708204,AL,6953,"24,96%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São Brás do Suaçuí - MG,3160900,MG,3721,"1,77%",A,"87,27%",A,"0,00%",n.d.,n.d.
Prefeitura Municipal de São Braz do Piauí - PI,2209559,PI,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São Caetano de Odivelas - PA,1507102,PA,17970,"-1,80%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São Caetano do Sul - SP,3548807,SP,160275,"17,43%",A,"94,84%",B,"32,26%",A,B
Prefeitura Municipal de São Caitano - PE,2613107,PE,37119,"27,76%",A,"131,00%",C,"171,18%",C,C
Prefeitura Municipal de São Carlos - SC,4216008,SC,11191,"2,05%",A,"100,00%",C,"5,21%",A,C
Prefeitura Municipal de São Carlos - SP,3548906,SP,249415,"23,57%",A,"92,20%",B,,n.d.,n.d.
Prefeitura Municipal de São Carlos do Ivaí - PR,4124608,PR,6834,"3,89%",A,"92,13%",B,"3,15%",A,B
Prefeitura Municipal de São Cristóvão - SE,2806701,SE,89027,"70,99%",B,"99,46%",C,"261,10%",C,C
Prefeitura Municipal de São Cristovão do Sul - SC,4216057,SC,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São Desidério - BA,2928901,BA,33193,"15,33%",A,"85,99%",A,"800,12%",C,C
Prefeitura Municipal de São Domingos - BA,2928950,BA,9042,"31,87%",A,,n.d.,"125,28%",C,n.d.
Prefeitura Municipal de São Domingos - GO,5219803,GO,12791,"91,34%",B,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São Domingos - PB,2513968,PB,3087,"4,24%",A,"95,32%",C,"497,04%",C,C
Prefeitura Municipal de São Domingos - SC,4216107,SC,9457,"5,51%",A,"92,13%",B,"3,89%",A,B
Prefeitura Municipal de São Domingos - SE,2806800,SE,11065,"120,49%",B,"97,82%",C,"8028,43%",C,C
Prefeitura Municipal de São Domingos das Dores - MG,3160959,MG,5630,,n.d.,"93,67%",B,"0,24%",A,n.d.
Prefeitura Municipal de São Domingos do Araguaia - PA,1507151,PA,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São Domingos do Azeitão - MA,2110658,MA,7363,"11,07%",A,"90,59%",B,,n.d.,n.d.
Prefeitura Municipal de São Domingos do Capim - PA,1507201,PA,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de São Domingos do Cariri - PB,2513943,PB,2581,,n.d.,"97,57%",C,"37,21%",A,n.d.
Prefeitura Municipal de São Domingos do Maranhão - MA,2110708,MA,,,n.d.,"94,14%",B,"75,65%",A,n.d.
Prefeitura Municipal de São Domingos do Norte - ES,3204658,ES,8589,"0,62%",A,,n.d.,"65,03%",A,n.d.
Prefeitura Municipal de São Domingos do Prata - MG,3161007,MG,17393,"32,72%",A,"92,35%",B,"72,35%",A,B
Prefeitura Municipal de São Domingos do Sul - RS,4318051,RS,3065,"0,03%",A,"93,65%",B,"33,97%",A,B
Prefeitura Municipal de São Felipe - BA,2929107,BA,21069,"45,56%",A,"99,91%",C,"42,63%",A,C
Prefeitura Municipal de São Felipe D'Oeste - RO,1101484,RO,5280,,n.d.,"381,73%",C,"17,96%",A,n.d.
